id file duration transcription
train-clean-100-1088-129236-0016 train-clean-100/1088/129236/1088-129236-0016.flac 15755.0 "for persons are love's world and the coldest philosopher cannot recount the debt of the young soul wandering here in nature to the power of love without being tempted to unsay as treasonable to nature aught derogatory to the social instincts"
train-clean-100-1088-129236-0020 train-clean-100/1088/129236/1088-129236-0020.flac 12610.0 "the morning and the night varied enchantments when a single tone of one voice could make the heart bound and the most trivial circumstance associated with one form is put in the amber of memory"
train-clean-100-1088-134315-0017 train-clean-100/1088/134315/1088-134315-0017.flac 15140.0 "i intend increasing that to five pounds because you suit me most admirably thank you said the girl quietly but i am already being paid quite sufficient she left him a little astonished and not a little ruffled"
train-clean-100-1088-134315-0021 train-clean-100/1088/134315/1088-134315-0021.flac 15510.0 "he will probably be interested if you take him into the library very good sir said the urbane fisher will you change before you go out kara shook his head i think i will go as i am he said get me my fur coat this beastly cold kills me"
train-clean-100-1088-134315-0041 train-clean-100/1088/134315/1088-134315-0041.flac 15070.0 "deftly he lifted his left hand from the pocket crooked the elbow by some quick manipulation and thrust the books which the valet most reluctantly handed to him back to the place from whence he had taken them tell mister kara i will call at my own time"
train-clean-100-1088-134315-0043 train-clean-100/1088/134315/1088-134315-0043.flac 13245.0 "fisher went back to the library the girl was sealing up some letters as he entered and looked up i am afraid miss holland i've got myself into very serious trouble what is that fisher asked the girl"
train-clean-100-1088-134315-0051 train-clean-100/1088/134315/1088-134315-0051.flac 14715.0 "i fairly get the creeps sitting here hour after hour it's that door that gives me the hump she pointed to the far end of the kitchen to a soiled looking door of unpainted wood that's mister kara's wine cellar nobody's been in it but him"
train-clean-100-1088-134318-0016 train-clean-100/1088/134318/1088-134318-0016.flac 11515.0 "no more patagonia he roared no more tierra del fuego he paused certainly he replied to some question but not patagonia he paused again"
train-clean-100-1088-134318-0021 train-clean-100/1088/134318/1088-134318-0021.flac 15665.0 "until eleven o'clock at any rate he's a funk snapped the other a beastly funk he stamped down the stairs as though testing the weight of every tread opened the front door without assistance slammed it behind him and disappeared into the night"
train-clean-100-1098-133695-0004 train-clean-100/1098/133695/1098-133695-0004.flac 15790.0 "but it is by no means certain that she did not feel it to be wrong that so little notice was taken of them and that her failure really very gratuitous to make herself important in the neighbourhood had not much to do with the acrimony of her allusions to her husband's adopted country"
train-clean-100-1098-133695-0013 train-clean-100/1098/133695/1098-133695-0013.flac 9510.0 "he very soon established with her a reputation for treating everything as a joke and he was not a man to neglect the privileges such a reputation conferred"
train-clean-100-1098-133695-0022 train-clean-100/1098/133695/1098-133695-0022.flac 15280.0 "she would be as american as it pleased him to regard her and if he chose to laugh at her she would give him plenty of occupation she defended england against his mother but when ralph sang its praises on purpose as she said to work her up"
train-clean-100-1098-133695-0036 train-clean-100/1098/133695/1098-133695-0036.flac 15800.0 "he bethought himself of course that it had been a small kindness to his father to wish that of the two the active rather than the passive party should know the felt wound he remembered that the old man had always treated his own forecast of an early end as a clever fallacy"
train-clean-100-1098-133695-0045 train-clean-100/1098/133695/1098-133695-0045.flac 2365.0 "his cousin was a very brilliant girl"
train-clean-100-1098-133695-0048 train-clean-100/1098/133695/1098-133695-0048.flac 14265.0 "and his wife's position was that of rather a grim visitor so that in the line of conduct that opened itself to ralph duty and inclination were harmoniously mixed he was not a great walker but he strolled about the grounds with his cousin"
train-clean-100-1098-133695-0056 train-clean-100/1098/133695/1098-133695-0056.flac 4690.0 "of which even at a distance the desultory character was appreciable with"
train-clean-100-1098-133695-0061 train-clean-100/1098/133695/1098-133695-0061.flac 11745.0 "had been that she should see a great many people when ralph said to her as he had done several times i wonder you find this endurable you ought to see some of the neighbours and some of our friends"
train-clean-100-1098-133695-0088 train-clean-100/1098/133695/1098-133695-0088.flac 14595.0 "nodded good night and withdrew accompanied by her aunt for himself he was annoyed at his mother though he thought she was right above stairs the two ladies separated at missus touchett's door isabel had said nothing on her way up"
train-clean-100-1116-132847-0014 train-clean-100/1116/132847/1116-132847-0014.flac 11080.0 "the island was large and lying almost across it was a lake with a narrow opening to the sea houarn paid the boatman and sent him away and then proceeded to walk round the lake"
train-clean-100-1116-132847-0039 train-clean-100/1116/132847/1116-132847-0039.flac 15610.0 "her eyes fell on a green frog on his knees beside her his little paws crossed over his little heart bellah felt as if fingers were tightening round her throat but she managed to cry is this you my houarn is this you it is i croaked the little frog"
train-clean-100-1116-132851-0005 train-clean-100/1116/132851/1116-132851-0005.flac 15500.0 "and even which is much harder be invisible if i want to then show yourself to me in the shape in which your family generally appear replied jegu certainly if you wish and the frog jumped on the back of one of the horses and changed into a little dwarf all dressed in green"
train-clean-100-1116-132851-0012 train-clean-100/1116/132851/1116-132851-0012.flac 15245.0 "indeed barbaik had only to express a wish for it to be satisfied if the wind was cold or the sun was hot and she was afraid to go out lest her complexion should be spoilt she need only to run down to the spring close by and say softly i should like my churns to be full"
train-clean-100-1116-132851-0023 train-clean-100/1116/132851/1116-132851-0023.flac 12355.0 "she had hardly spoken when the horse appeared and mounting on his back she started for the village where the wedding was to be held at first she was so delighted with the chance of a holiday from the work which she hated that she noticed nothing"
train-clean-100-1116-137572-0024 train-clean-100/1116/137572/1116-137572-0024.flac 11895.0 "compromise not submission should be the rule if john forges ahead on one count mary must find an acceptable outlet for herself on some other front three"
train-clean-100-1116-137572-0032 train-clean-100/1116/137572/1116-137572-0032.flac 15135.0 "this is why the unique value of children is their service as an entering wedge in the close grown love of husband and wife a wedge that widens and holds forever wider the unity of love it has penetrated other responsibilities other interests may serve a similar purpose"
train-clean-100-1116-137572-0042 train-clean-100/1116/137572/1116-137572-0042.flac 13465.0 "you remember other people you once thought you loved and wonder panic stricken how you can keep this love from dying as those other loves did this is probably an almost universal experience marking not the beginning of the end of love"
train-clean-100-1116-137572-0043 train-clean-100/1116/137572/1116-137572-0043.flac 7490.0 "maturity brings recognition of human imperfections in the most heroic but also develops the ability to weigh big and little things and to"
train-clean-100-118-121721-0003 train-clean-100/118/121721/118-121721-0003.flac 13110.0 "may be found in a cash book or the kangaroo gait bandit an outlaw see alderman barber a brilliant conversationalist who occasionally shaves and cuts hair"
train-clean-100-118-121721-0010 train-clean-100/118/121721/118-121721-0010.flac 14475.0 "bigamy a form of insanity in which a man insists on paying three board bills instead of two billiousness a liver complaint often mistaken for piety bill of fare a list of eatables"
train-clean-100-118-121721-0026 train-clean-100/118/121721/118-121721-0026.flac 16065.000000000002 "a desirable quality in the fourth of july oration but not in the fireworks broke a word expressing the ultimate condition of one who is too much bent on speculating bum a fallen tough bump a tough fall bunco"
train-clean-100-118-47824-0013 train-clean-100/118/47824/118-47824-0013.flac 4570.0 "have i any right don't graham said i'll be with you again to night"
train-clean-100-118-47824-0026 train-clean-100/118/47824/118-47824-0026.flac 2440.0 "pay him will you jenkins thanks"
train-clean-100-118-47824-0039 train-clean-100/118/47824/118-47824-0039.flac 14025.0 "robinson entered the flesh around his eyes was puffier than it had been yesterday worry had increased the incongruous discontent of his round face clearly he had slept little i saw you arrive he said rawlins warned me"
train-clean-100-118-47824-0043 train-clean-100/118/47824/118-47824-0043.flac 15145.0 "his reserve and easy daring mastered them all and always as now he laughed at the futility of their efforts to sound his purposes to limit his freedom of action bobby didn't care to meet the uncommunicative eyes whose depths he had never been able to explore"
train-clean-100-118-47824-0055 train-clean-100/118/47824/118-47824-0055.flac 13560.0 "there was an ironical justice in the condition of the old cemetery it had received no interment since the death of katherine's father like everything about the cedars silas blackburn had delivered it to the swift obliterating fingers of time"
train-clean-100-118-47824-0083 train-clean-100/118/47824/118-47824-0083.flac 13245.0 "bobby went in with the others automatically through the dim light he catalogued remembered objects all intimate to his grandfather each oddly entangled in his mind with his dislike of the old man the iron bed the chest of drawers"
train-clean-100-1183-128659-0006 train-clean-100/1183/128659/1183-128659-0006.flac 11125.0 "it shall have a bit ohio challenge to stump another boy to do a thing is considered as putting a certain obligation on him to perform the action indicated"
train-clean-100-1183-128659-0007 train-clean-100/1183/128659/1183-128659-0007.flac 4470.0 "sometimes it is to jump a certain distance sometimes to skate out on thin ice"
train-clean-100-1183-133255-0000 train-clean-100/1183/133255/1183-133255-0000.flac 15200.0 "the best physicians in america could do nothing for him after nine long years of awful suffering and after the cancer had totally eaten away his nose and portions of his face as shown in his picture here given his palate was entirely destroyed together with portions of his throat"
train-clean-100-1183-133255-0010 train-clean-100/1183/133255/1183-133255-0010.flac 14150.0 "mares cathartic capsules tone the stomach help the liver and clean the bowels for women orange blossom doctor j a mc gill's famous female suppositories are a famous remedy for all female diseases"
train-clean-100-1183-133255-0013 train-clean-100/1183/133255/1183-133255-0013.flac 9085.0 "debilitation stomach and bowel trouble of both infants and adults hysteria fainting spells insomnia sleeplessness and poor assimilation of food"
train-clean-100-1183-133256-0002 train-clean-100/1183/133256/1183-133256-0002.flac 14190.0 "it clears out the head stops the ringing noises heals the tender places keeps the germ away gives the clear voice clean throat and free air passages just a little on the finger tip inserted in the nostril during the day and upon retiring works wonders"
train-clean-100-1183-133256-0009 train-clean-100/1183/133256/1183-133256-0009.flac 3485.0 "test it yourself free a real hair restorative"
train-clean-100-1183-133256-0011 train-clean-100/1183/133256/1183-133256-0011.flac 2210.0 "this would be reckless extravagance"
train-clean-100-1183-133256-0022 train-clean-100/1183/133256/1183-133256-0022.flac 15045.0 "i de lite cleans dusts polishes all varnished or waxed woodwork floors pianos furniture white enamel automobile bodies with ease and satisfaction a spoonful on a dampened cheese cloth wiped over the varnish and polished with a dry cheese cloth"
train-clean-100-1235-135883-0011 train-clean-100/1235/135883/1235-135883-0011.flac 14290.0 "replied the merchant but certainly i never killed your son and if i have it was unknown to me and i did it innocently i beg you therefore to pardon me and suffer me to live no no returned the genie"
train-clean-100-1235-135883-0040 train-clean-100/1235/135883/1235-135883-0040.flac 4280.0 "an old man leading a hind appeared and drew near him"
train-clean-100-1235-135883-0050 train-clean-100/1235/135883/1235-135883-0050.flac 12820.0 "i will tell you the history of my life and of the hind you see and if you think it more wonderful and surprising than the adventure of the merchant i hope you will pardon the unfortunate man a third of his offence"
train-clean-100-1235-135884-0000 train-clean-100/1235/135884/1235-135884-0000.flac 14310.0 "what is more my wife she was only twelve years of age when i married her so that i may justly say she ought to regard me equally as her father her kinsman and her husband"
train-clean-100-1235-135884-0004 train-clean-100/1235/135884/1235-135884-0004.flac 14790.0 "before i went i recommended to my wife of whom i had no mistrust the slave and her son and prayed her to take care of them during my absence which was to be for a whole year"
train-clean-100-1235-135887-0015 train-clean-100/1235/135887/1235-135887-0015.flac 12890.0 "and shewed himself to his courtiers who eager to know the success of the new medicine came thither betimes and when they saw the king perfectly cured expressed great joy"
train-clean-100-1235-135887-0019 train-clean-100/1235/135887/1235-135887-0019.flac 12105.0 "continued every day to load him with new favours but this king had a vizier who was avaricious envious and naturally capable of every kind of mischief"
train-clean-100-1235-135887-0020 train-clean-100/1235/135887/1235-135887-0020.flac 7810.0 "he could not behold without envy the presents that were given to the physician whose other merits had already begun to make him jealous"
train-clean-100-1235-135887-0025 train-clean-100/1235/135887/1235-135887-0025.flac 16045.000000000002 "i am certain that this physician whom you suspect to be a villain and a traitor is one of the best and most virtuous of men you know by what medicine or rather by what miracle he cured me of my leprosy"
train-clean-100-1246-124548-0018 train-clean-100/1246/124548/1246-124548-0018.flac 11975.0 "in three months kennicott made seven thousand dollars which was rather more than four times as much as society paid him for healing the sick in early summer began a campaign of boosting"
train-clean-100-1246-124548-0019 train-clean-100/1246/124548/1246-124548-0019.flac 14990.0 "but also the perfect site for factories summer cottages and state institutions in charge of the campaign was mister james blausser who had recently come to town to speculate in land mister blausser was known as a hustler"
train-clean-100-1246-124548-0034 train-clean-100/1246/124548/1246-124548-0034.flac 16149.999999999998 "and the same thing goes for that crowd of crabs and snobs down east and next time you hear some zob from yahooville on the hudson chewing the rag and bulling and trying to get your goat you tell him that no two fisted enterprising westerner would have new york for a gift"
train-clean-100-1246-124548-0050 train-clean-100/1246/124548/1246-124548-0050.flac 13400.0 "but carol could discover no more pictures nor interesting food nor gracious voices nor amusing conversation nor questing minds she could she asserted endure a shabby but modest town"
train-clean-100-1246-124550-0001 train-clean-100/1246/124550/1246-124550-0001.flac 15195.0 "yet she asserted that she had found real work disillusions she did have she discovered that in the afternoon office routine stretches to the grave she discovered that an office is as full of cliques and scandals as a gopher prairie"
train-clean-100-1246-124550-0013 train-clean-100/1246/124550/1246-124550-0013.flac 14160.0 "were equally wicked and to be avoided and by cleaving to tincomb church they kept their ideals from all contamination they welcomed carol asked about her husband gave her advice regarding colic in babies"
train-clean-100-1246-124550-0015 train-clean-100/1246/124550/1246-124550-0015.flac 14940.0 "always she was to perceive in washington as doubtless she would have perceived in new york or london a thick streak of main street the cautious dullness of a gopher prairie appeared in boarding houses where ladylike bureau clerks"
train-clean-100-1246-124550-0035 train-clean-100/1246/124550/1246-124550-0035.flac 13615.0 "unhappy women are given to protecting their sensitiveness by cynical gossip by whining by high church and new thought religions or by a fog of vagueness carol had hidden in none of these refuges from reality"
train-clean-100-1246-135815-0000 train-clean-100/1246/135815/1246-135815-0000.flac 4280.0 "chapter seven johnny chuck joins the class"
train-clean-100-125-121124-0000 train-clean-100/125/121124/125-121124-0000.flac 13250.0 "danglars signature the next morning dawned dull and cloudy during the night the undertakers had executed their melancholy office and wrapped the corpse in the winding sheet"
train-clean-100-125-121124-0026 train-clean-100/125/121124/125-121124-0026.flac 12565.0 "for indeed misfortune has taken possession of my house when i perceived you i was just asking myself whether i had not wished harm towards those poor morcerfs which would have justified the proverb of"
train-clean-100-125-121124-0034 train-clean-100/125/121124/125-121124-0034.flac 14275.0 "family griefs or indeed any other affliction which would crush a man whose child was his only treasure are endurable to a millionaire philosophers may well say and practical men will always support the opinion"
train-clean-100-125-121124-0043 train-clean-100/125/121124/125-121124-0043.flac 15920.0 "one two three four five said monte cristo five millions why what a croesus you are this is how i transact business said danglars it is really wonderful said the count above all"
train-clean-100-125-121124-0055 train-clean-100/125/121124/125-121124-0055.flac 14860.0 "as if one crown were not as good as another excuse me and he began to laugh loudly but nervously certainly i excuse you said monte cristo graciously and pocket them and he placed the bonds in his pocket book but"
train-clean-100-125-121124-0072 train-clean-100/125/121124/125-121124-0072.flac 11515.0 "i will set before him the example of madame de morcerf and her son what example they gave all their fortune to the hospitals what fortune their own"
train-clean-100-125-121342-0019 train-clean-100/125/121342/125-121342-0019.flac 15730.0 "he thought cynically how completely he was lacking in all human sympathy o henry had found in these people romance pathos love hate amory saw only coarseness physical filth and stupidity he made no self accusations"
train-clean-100-125-121342-0034 train-clean-100/125/121342/125-121342-0034.flac 7105.0 "all of them i'm beginning to warm myself at other people's virtue question are you corrupt"
train-clean-100-125-121342-0036 train-clean-100/125/121342/125-121342-0036.flac 5590.0 "not necessarily question what would be the test of corruption"
train-clean-100-1263-138246-0002 train-clean-100/1263/138246/1263-138246-0002.flac 14090.0 "covered the lenticular glasses and the travelers hermetically enclosed in their metal prison were plunged in profound darkness and now my dear companions said michel ardan"
train-clean-100-1263-138246-0004 train-clean-100/1263/138246/1263-138246-0004.flac 12920.0 "stored at high pressure sufficed for the lighting and warming of the projectile for a hundred and forty four hours or six days and six nights the gas caught fire"
train-clean-100-1263-138246-0011 train-clean-100/1263/138246/1263-138246-0011.flac 7310.0 "well exclaimed michel ardan in a good humored tone much may be done in twenty six minutes"
train-clean-100-1263-138246-0029 train-clean-100/1263/138246/1263-138246-0029.flac 15260.0 "i only ask to be allowed to pay come nicholl i see that you are a man of method which i could never be but indeed you have made a series of bets of very little advantage to yourself allow me to tell you"
train-clean-100-1263-138246-0032 train-clean-100/1263/138246/1263-138246-0032.flac 16309.999999999998 "at the bottom of a gun nine hundred feet long and under this projectile are rammed four hundred thousand pounds of gun cotton which is equal to one million six hundred thousand pounds of ordinary powder and friend murchison"
train-clean-100-1263-139804-0008 train-clean-100/1263/139804/1263-139804-0008.flac 14194.937 "there being no competition no time or space is required for sensational trash thus if nothing of importance occurs nothing need be transmitted the official news censors decide as to the relative importance of occurrences"
train-clean-100-1263-141777-0016 train-clean-100/1263/141777/1263-141777-0016.flac 14555.0 "afternoon was fading into evening when he reached a point several miles downstream near the river since he had come into the open he had not sighted any of the watchers he hoped they did not willingly venture out of the trees where the leaves were their protection"
train-clean-100-1263-141777-0033 train-clean-100/1263/141777/1263-141777-0033.flac 15075.0 "or were those traces left to guide another party from the camp to advance openly up the stream bed was to invite discovery rynch surveyed the nearer bank clumps of small trees and high growing bushes dotted that expanse an ideal cover"
train-clean-100-1263-141777-0036 train-clean-100/1263/141777/1263-141777-0036.flac 15680.0 "clawed at the ground about him already he was buried to his knees then his mid thighs in the artificial quicksand but he had not lost his head and was jerking from side to side in an effort to pull free rynch got to his feet"
train-clean-100-1334-135589-0010 train-clean-100/1334/135589/1334-135589-0010.flac 16090.0 "said the prince in securing the services of such fine young men you will oblige me by enlisting as many of your countrymen as you may consider likely to do good service and then follow me to guienne to which province i am now about to depart"
train-clean-100-1334-135589-0012 train-clean-100/1334/135589/1334-135589-0012.flac 14755.0 "and had been re enforced by troops from spain set up the standard of revolt edward and his friends joined them with about three hundred english and scotchmen which they had enlisted and very soon afterward"
train-clean-100-1334-135589-0028 train-clean-100/1334/135589/1334-135589-0028.flac 15695.0 "and his attendant suit chaloner edward and grenville who rode side by side as gentlemen in waiting were certainly the most distinguished among the king's retinue look edward"
train-clean-100-1334-135589-0075 train-clean-100/1334/135589/1334-135589-0075.flac 10650.0 "and then his daughter was led forward and introduced by a lady unknown to edward after he had saluted her the king said loud enough for edward to hear"
train-clean-100-1334-135589-0089 train-clean-100/1334/135589/1334-135589-0089.flac 15250.0 "to a proud brother of mine who does not deserve her it may be so edith replied humphrey women are riddles i only argued upon the common sense of the thing much you know about women"
train-clean-100-1334-135589-0092 train-clean-100/1334/135589/1334-135589-0092.flac 15310.0 "i was about to call upon him but i wanted to see you first i will go with you i have not done him justice replied edward and yet i hardly know how to explain to him say nothing but meet him cordially"
train-clean-100-1334-135589-0097 train-clean-100/1334/135589/1334-135589-0097.flac 15495.0 "on mister heatherstone repeating to him his intentions relative to arnwood expressed his sense of that gentleman's conduct simply adding you may think me impetuous sir but i trust you will believe me grateful"
train-clean-100-1334-135589-0098 train-clean-100/1334/135589/1334-135589-0098.flac 13830.0 "patience colored up and trembled when edward first saw her edward did not refer to the past for some time after they had renewed their acquaintance he wooed her again and won her"
train-clean-100-1334-135589-0100 train-clean-100/1334/135589/1334-135589-0100.flac 15440.0 "to alice and grenville to edith and as his majesty himself said as he gave away the brides could loyalty be better rewarded but our young readers will not be content if they do not hear"
train-clean-100-1355-39947-0014 train-clean-100/1355/39947/1355-39947-0014.flac 13090.0 "but the chief difference lies after all in the different degrees of suggestibility among those who receive such impressions the easily suggestible person cannot be protected by any interdict he may catch suggestions everywhere"
train-clean-100-1355-39947-0023 train-clean-100/1355/39947/1355-39947-0023.flac 13060.0 "no one can insist too earnestly that life is worth living only if it serves moral duties and moral freedom and is not determined by pleasures and absence of pain only those who set forth this argument are entirely willing to acknowledge the"
train-clean-100-1355-39947-0028 train-clean-100/1355/39947/1355-39947-0028.flac 14190.0 "you thereby rob him of those powers upon which he must depend for the achievement of individual immortality but this censure too is entirely mistaken not because it urges the purposive views against the causal"
train-clean-100-1355-39947-0043 train-clean-100/1355/39947/1355-39947-0043.flac 10160.0 "three doses of three grains a day i took my hypodermic as directed but on the following day i lay on the bed too exhausted to get up even to get around the room and i could not eat"
train-clean-100-1355-39947-0048 train-clean-100/1355/39947/1355-39947-0048.flac 9850.0 "at this time i had the worst two days of my life i tried whiskey but it gave relief only for about half an hour and then the desire was worse than ever"
train-clean-100-1355-39947-0061 train-clean-100/1355/39947/1355-39947-0061.flac 13335.0 "injurious effects are always open when medical amateurs undertake such work certainly there is no physician who is not liable to make mistakes and a physician who has never given any attention to psychology and psychiatry"
train-clean-100-1355-39947-0066 train-clean-100/1355/39947/1355-39947-0066.flac 16035.0 "if it is not suggested by the interests of the subject himself science has the right to make hypnotic experiments or experiments with abnormal mental states only under the one condition that a physician has hypnotized the subject in the interests of his health"
train-clean-100-1355-39947-0073 train-clean-100/1355/39947/1355-39947-0073.flac 13180.0 "no theory of the world and of god ought to gain authority over the mind from such an external motive as a belief in its curative effects freest from such implications is certainly the hypnotic method of the physician"
train-clean-100-1355-39947-0081 train-clean-100/1355/39947/1355-39947-0081.flac 15440.0 "society does not only ask where psychical treatment can be dangerous but asks with not less right whether the scheme and the method might not be fructified for other social ends besides the mere healing of the sick if psychotherapy demonstrates that for instance"
train-clean-100-1363-135842-0002 train-clean-100/1363/135842/1363-135842-0002.flac 13245.0 "every few hops he would stop to think but all his stopping and all his thinking were in vain and when he started for school the next morning he was as puzzled as ever"
train-clean-100-1363-135842-0010 train-clean-100/1363/135842/1363-135842-0010.flac 17025.0 "mister opossum but peter wasn't listening the fact is peter had started lipperty lipperty lip for school without even being polite enough to say good by he arrived at school quite out of breath"
train-clean-100-1363-135842-0020 train-clean-100/1363/135842/1363-135842-0020.flac 14345.0 "just then chatterer the red squirrel shouted here comes unc billy ol missus possum and all the little possums sure enough down the lone little path"
train-clean-100-1363-135842-0022 train-clean-100/1363/135842/1363-135842-0022.flac 15145.0 "and forgotten to brush his hair it pointed every which way his legs were dark his feet black and his toes white his ears were without any hair at all"
train-clean-100-1363-135842-0035 train-clean-100/1363/135842/1363-135842-0035.flac 14520.0 "stretching down full length he could just reach the branch below him you see he explained if there was a nest on this branch down here ah could get those eggs without any trouble"
train-clean-100-1363-135842-0050 train-clean-100/1363/135842/1363-135842-0050.flac 12305.0 "he came to life as suddenly as he had dropped dead very good peter said old mother nature some other smart little people try that trick sometimes"
train-clean-100-1363-135842-0051 train-clean-100/1363/135842/1363-135842-0051.flac 10645.0 "but none of them can do it as well as unc billy possum pretending to be dead in order to remain alive is the cleverest thing unc billy does"
train-clean-100-1363-139304-0023 train-clean-100/1363/139304/1363-139304-0023.flac 15485.0 "a couple of graceful chairs and on the table a number of dishes with substances piled on them a bottle and two glasses he realised that he was intensely hungry he could see no one"
train-clean-100-1363-139304-0033 train-clean-100/1363/139304/1363-139304-0033.flac 15365.0 "his mind was still a surging perplexity clearly he had slept and had been removed in his sleep but where and who were those people the distant crowd beyond the deep blue pillars"
train-clean-100-150-126107-0001 train-clean-100/150/126107/150-126107-0001.flac 11760.0 "whether the prince was so near perfection that he had a right to demand perfection itself i cannot pretend to say all i know is that he was a fine handsome"
train-clean-100-150-126107-0006 train-clean-100/150/126107/150-126107-0006.flac 16254.999999999998 "in this way they have the advantage of the princesses who are forced to marry before they have had a bit of fun i wish our princesses got lost in a forest sometimes one lovely evening after wandering about for many days"
train-clean-100-150-126107-0019 train-clean-100/150/126107/150-126107-0019.flac 14040.0 "that would have sent her aloft again but for the hold she had of his arm put me up directly put you up where you beauty asked the prince he had fallen in love with her almost already"
train-clean-100-150-126112-0007 train-clean-100/150/126112/150-126112-0007.flac 13900.0 "he resolved to abide his fate and turning to the people said now you can go the king had already gone home to dinner now you can go repeated the princess after him like a parrot"
train-clean-100-150-126112-0029 train-clean-100/150/126112/150-126112-0029.flac 15350.0 "and that made her think that he could not get any breath she was frantic she got hold of him and held his head above the water which was possible now his hands were no longer on the hole but it was of no use for he was past breathing"
train-clean-100-150-132655-0006 train-clean-100/150/132655/150-132655-0006.flac 13305.0 "and they saw other cadis pashas and effendis coming to supply the place of the exiles and afterwards exiled in their turn they saw heads decently impaled for presentation to the sublime porte"
train-clean-100-150-132655-0009 train-clean-100/150/132655/150-132655-0009.flac 11210.0 "this discourse gave rise to new reflections and martin especially concluded that man was born to live either in a state of distracting inquietude or of lethargic disgust"
train-clean-100-150-132655-0026 train-clean-100/150/132655/150-132655-0026.flac 3775.0 "king nadab the son of jeroboam was killed by baasa"
train-clean-100-150-132655-0035 train-clean-100/150/132655/150-132655-0035.flac 15100.0 "if you had not been put into the inquisition if you had not walked over america if you had not stabbed the baron if you had not lost all your sheep from the fine country of el dorado you would not be here eating preserved citrons and pistachio nuts"
train-clean-100-1553-140047-0003 train-clean-100/1553/140047/1553-140047-0003.flac 14520.0 "and less to wear though missus simpson did as always her poor best the children managed to satisfy their appetites by sitting modestly outside their neighbors kitchen doors when meals were about to be served"
train-clean-100-1553-140047-0021 train-clean-100/1553/140047/1553-140047-0021.flac 14745.0 "and they had what was still better the remembrance of a certain patent medicine vender's discourse at the milltown fair his method when once observed could never be forgotten nor his manner nor his vocabulary"
train-clean-100-1553-140047-0032 train-clean-100/1553/140047/1553-140047-0032.flac 12865.0 "this conversation took place on a friday afternoon at emma jane's house where rebecca to her unbounded joy was to stay over sunday her aunts having gone to portland to the funeral of an old friend"
