id file duration transcription
train-clean-100-103-1240-0005 train-clean-100/103/1240/103-1240-0005.flac 15175.0 "helped run the sunday school and was the strongest prop of the church aid society and foreign missions auxiliary yet with all this missus rachel found abundant time to sit for hours at her kitchen window knitting cotton warp quilts she had knitted sixteen of them"
train-clean-100-103-1240-0007 train-clean-100/103/1240/103-1240-0007.flac 15035.0 "anybody who went out of it or into it had to pass over that hill road and so run the unseen gauntlet of missus rachel's all seeing eye she was sitting there one afternoon in early june the sun was coming in at the window warm and bright"
train-clean-100-103-1240-0008 train-clean-100/103/1240/103-1240-0008.flac 15435.0 "the orchard on the slope below the house was in a bridal flush of pinky white bloom hummed over by a myriad of bees thomas lynde a meek little man whom avonlea people called rachel lynde's husband was sowing his late turnip seed on the hill field beyond the barn"
train-clean-100-103-1240-0012 train-clean-100/103/1240/103-1240-0012.flac 15190.0 "had it been any other man in avonlea missus rachel deftly putting this and that together might have given a pretty good guess as to both questions but matthew so rarely went from home that it must be something pressing and unusual which was taking him"
train-clean-100-103-1240-0016 train-clean-100/103/1240/103-1240-0016.flac 15665.0 "yet something must have happened since last night to start him off i'm clean puzzled that's what and i won't know a minute's peace of mind or conscience until i know what has taken matthew cuthbert out of avonlea today accordingly after tea missus rachel set out she had not far to go"
train-clean-100-103-1240-0018 train-clean-100/103/1240/103-1240-0018.flac 11610.0 "had got as far away as he possibly could from his fellow men without actually retreating into the woods when he founded his homestead green gables was built at the furthest edge of his cleared land and there it was to this day"
train-clean-100-103-1240-0036 train-clean-100/103/1240/103-1240-0036.flac 12520.0 "marilla and matthew cuthbert of all people adopting a boy from an orphan asylum well the world was certainly turning upside down she would be surprised at nothing after this nothing"
train-clean-100-103-1240-0038 train-clean-100/103/1240/103-1240-0038.flac 7155.0 "missus alexander spencer was up here one day before christmas and she said she was going to get a little girl from the asylum over in hopeton in the spring"
train-clean-100-103-1240-0044 train-clean-100/103/1240/103-1240-0044.flac 16390.0 "so matthew went to bright river to meet him missus spencer will drop him off there of course she goes on to white sands station herself missus rachel prided herself on always speaking her mind she proceeded to speak it now having adjusted her mental attitude to this amazing piece of news"
train-clean-100-103-1240-0047 train-clean-100/103/1240/103-1240-0047.flac 12895.0 "and i know another case where an adopted boy used to suck the eggs they couldn't break him of it if you had asked my advice in the matter which you didn't do marilla i'd have said for mercy's sake not to think of such a thing that's what"
train-clean-100-103-1240-0048 train-clean-100/103/1240/103-1240-0048.flac 14770.0 "this job's comforting seemed neither to offend nor to alarm marilla she knitted steadily on i don't deny there's something in what you say rachel i've had some qualms myself but matthew was terrible set on it i could see that so i gave in"
