id file duration transcription
train-clean-100-1034-121119-0002 train-clean-100/1034/121119/1034-121119-0002.flac 15685.0 "who after being momentarily crushed under the weight of the blow which had struck her had gone to seek her usual adviser lucien debray the baroness had looked forward to this marriage as a means of ridding her of a guardianship which over a girl of eugenie's character"
train-clean-100-1034-121119-0005 train-clean-100/1034/121119/1034-121119-0005.flac 10730.0 "not only because he was a source of dissension and scandal under the paternal roof but because she had at once classed him in that catalogue of bipeds whom plato endeavors to withdraw from the appellation of men"
train-clean-100-1034-121119-0009 train-clean-100/1034/121119/1034-121119-0009.flac 2810.0 "was ascending the stairs leading to debray's apartments"
train-clean-100-1034-121119-0013 train-clean-100/1034/121119/1034-121119-0013.flac 8985.0 "awaited the return of debray in the little green room seated between two baskets of flowers which she had that morning sent and which it must be confessed"
train-clean-100-1034-121119-0015 train-clean-100/1034/121119/1034-121119-0015.flac 14950.0 "the baroness returned to the hotel with as much caution as eugenie used in leaving it she ran lightly up stairs and with an aching heart entered her apartment contiguous as we know to that of eugenie she was fearful of exciting any remark"
train-clean-100-1034-121119-0020 train-clean-100/1034/121119/1034-121119-0020.flac 13945.0 "who had been afflicted with as severe a blow through her husband and son eugenie she said to herself is lost and so are we the affair as it will be reported will cover us with shame"
train-clean-100-1034-121119-0032 train-clean-100/1034/121119/1034-121119-0032.flac 12135.0 "he had only to turn his eyes on one side and allow andrea to fly and follow up the crime under that shadow of guilt called contempt of court and after this reasoning she slept easily"
train-clean-100-1034-121119-0035 train-clean-100/1034/121119/1034-121119-0035.flac 2810.0 "and the neighbors would say to each other in a low voice"
train-clean-100-1034-121119-0039 train-clean-100/1034/121119/1034-121119-0039.flac 9655.0 "first madame who are you who am i you know me well enough we no longer know any one madame"
train-clean-100-1034-121119-0047 train-clean-100/1034/121119/1034-121119-0047.flac 12910.0 "in the court showing his merchandise was a tradesman who had been admitted with the same precautions the baroness ascended the steps she felt herself strongly infected with the sadness which seemed to magnify her own"
train-clean-100-1034-121119-0054 train-clean-100/1034/121119/1034-121119-0054.flac 5430.0 "am i come to a friend she asked in a tone full of mournful dignity"
train-clean-100-1034-121119-0064 train-clean-100/1034/121119/1034-121119-0064.flac 13350.0 "replied villefort ah exclaimed the baroness without expressing the ideas which the exclamation betrayed villefort looked at her with that piercing glance which reads the secrets of the heart"
train-clean-100-1034-121119-0086 train-clean-100/1034/121119/1034-121119-0086.flac 7480.0 "but this is trampling on the weak sir the weakness of a murderer his dishonor reflects upon us"
train-clean-100-1034-121119-0092 train-clean-100/1034/121119/1034-121119-0092.flac 5820.0 "i tell you it is too late early this morning the telegraph was employed and at this very minute"
train-clean-100-1069-133699-0008 train-clean-100/1069/133699/1069-133699-0008.flac 15930.0 "i'm sure she has lived all her life in a boarding house and i detest the manners and the liberties of such places if you ask me if i prefer my own manners which you doubtless think very bad i'll tell you that i prefer them immensely"
train-clean-100-1069-133699-0011 train-clean-100/1069/133699/1069-133699-0011.flac 14745.0 "which excited a vein of counter argument on the part of the correspondent of the interviewer who in the exercise of her profession had acquainted herself in the western world with every form of caravansary"
train-clean-100-1069-133699-0015 train-clean-100/1069/133699/1069-133699-0015.flac 15260.0 "they're the companions of their servants the irish chambermaid and the negro waiter they share their work do you call the domestics in an american household slaves miss stackpole enquired"
train-clean-100-1069-133699-0018 train-clean-100/1069/133699/1069-133699-0018.flac 15335.0 "should you like me better if i were your butler dear her husband asked i don't think i should you wouldn't at all have the tenue the companions of freemen i like that miss stackpole said ralph"
train-clean-100-1069-133699-0023 train-clean-100/1069/133699/1069-133699-0023.flac 15280.0 "you don't ask that right as if you thought it important you're changed you're thinking of other things tell me what you mean and i'll think of that will you really think of it that's what i wish to be sure of"
