id file duration transcription
train-clean-100-1040-133433-0000 train-clean-100/1040/133433/1040-133433-0000.flac 14595.0 "chapter seventeen when wendy grew up i hope you want to know what became of the other boys they were waiting below to give wendy time to explain about them and when they had counted five hundred they went up"
train-clean-100-1040-133433-0002 train-clean-100/1040/133433/1040-133433-0002.flac 15350.0 "but they forgot about him of course missus darling said at once that she would have them but mister darling was curiously depressed and they saw that he considered six a rather large number i must say he said to wendy"
train-clean-100-1040-133433-0004 train-clean-100/1040/133433/1040-133433-0004.flac 14825.0 "father wendy cried shocked but still the cloud was on him he knew he was behaving unworthily but he could not help it we could lie doubled up said nibs i always cut their hair myself said wendy"
train-clean-100-1040-133433-0005 train-clean-100/1040/133433/1040-133433-0005.flac 14640.0 "george missus darling exclaimed pained to see her dear one showing himself in such an unfavourable light then he burst into tears and the truth came out he was as glad to have them as she was he said"
train-clean-100-1040-133433-0007 train-clean-100/1040/133433/1040-133433-0007.flac 12070.0 "i don't think he is a cypher tootles cried instantly do you think he is a cypher curly no i don't do you think he is a cypher slightly rather not twin what do you think"
train-clean-100-1040-133433-0008 train-clean-100/1040/133433/1040-133433-0008.flac 15050.062 "it turned out that not one of them thought him a cypher and he was absurdly gratified and said he would find space for them all in the drawing room if they fitted in we'll fit in sir they assured him then follow the leader he cried gaily"
train-clean-100-1040-133433-0009 train-clean-100/1040/133433/1040-133433-0009.flac 15070.0 "mind you i am not sure that we have a drawing room but we pretend we have and it's all the same hoop la he went off dancing through the house and they all cried hoop la and danced after him searching for the drawing room and i forget whether they found it"
train-clean-100-1040-133433-0010 train-clean-100/1040/133433/1040-133433-0010.flac 15855.0 "but at any rate they found corners and they all fitted in as for peter he saw wendy once again before he flew away he did not exactly come to the window but he brushed against it in passing so that she could open it if she liked and call to him"
train-clean-100-1040-133433-0011 train-clean-100/1040/133433/1040-133433-0011.flac 12920.0 "that is what she did hullo wendy good bye he said oh dear are you going away yes you don't feel peter she said falteringly"
train-clean-100-1040-133433-0013 train-clean-100/1040/133433/1040-133433-0013.flac 7635.0 "would you send me to school he inquired craftily yes and then to an office i suppose so"
train-clean-100-1040-133433-0016 train-clean-100/1040/133433/1040-133433-0016.flac 16315.000000000002 "but where are you going to live with tink in the house we built for wendy the fairies are to put it high up among the tree tops where they sleep at nights how lovely cried wendy so longingly that missus darling tightened her grip i thought all the fairies were dead missus darling said"
train-clean-100-1040-133433-0020 train-clean-100/1040/133433/1040-133433-0020.flac 13340.0 "may i mummy certainly not i have got you home again and i mean to keep you but he does so need a mother so do you my love oh all right peter said as if he had asked her from politeness merely"
train-clean-100-1040-133433-0021 train-clean-100/1040/133433/1040-133433-0021.flac 4410.0 "long in coming but this promise sent peter away quite gay again"
train-clean-100-1040-133433-0022 train-clean-100/1040/133433/1040-133433-0022.flac 15805.0 "i suppose it was because wendy knew this that her last words to him were these rather plaintive ones you won't forget me peter will you before spring cleaning time comes of course peter promised and then he flew away he took missus darling's kiss with him"
train-clean-100-1040-133433-0023 train-clean-100/1040/133433/1040-133433-0023.flac 10350.0 "the kiss that had been for no one else peter took quite easily funny but she seemed satisfied of course all the boys went to school"
train-clean-100-1040-133433-0024 train-clean-100/1040/133433/1040-133433-0024.flac 5515.0 "but it was too late now and soon they settled down to being as ordinary as you or me or jenkins minor"
